No.; Tex;Result
1437; "RT @Q___1___8: آنا الشهيد الماخذ احلامي وياي صغير ولا كلفت المغيسل ماي ......   #الشهيد_محمد_المختار  #الثورة_للشهداء  #الثورة_مستمرة  #الع…;True
1438; "RT @hgyfb4: يا أيها الفرات لا تبكيِ وتبكينا     وأبلع دموعك إن الدمع يؤذينا  متى ستعرف إن الموج موطننا      فليس من بلد في البر يأوينا  يا…;True
1439; "RT @Q___1___8: مقعد #الشهيد محمد المختار   #الثورة_للشهداء  #الثورة_مستمرة  #العراق_ينتفض https://t.co/HILYE5mEi5;IDK
1440; "RT @Q___1___8: الشهيد البطل محمد المختار مواليد 2000  خرج يريد وطن فاراد الوطن عمره   #العراق   #العراق_ينتفض  #الثورة_للشهداء  #الثورة_مست…;N
1441; "RT @Q___1___8: هنيئا لك ايها البطل  هنيئا لك الشهادة  هنيئا لك الجنة   #محمد_المختار  #الثورة_للشهداء #العراق  #العراق_ينتفض  #الثورة_مستمر…;IDK
1442; "من بداية شهر ""11""  حذرنا من الخلايا التابعة للاحزاب بركوب موجة  التظاهرات ""ألحذر الحذر الحذر"" وأكرر /الحذر/ تابعة للاحزاب وخلايا الأحزاب  حركت عليها أرجوكم نتبهوا ركزوا  دم الشهداء لاتنسوا ابداً  أكراماً لهم نكمل #ثورة_الحق  #العراق https://t.co/HDk3FgZL3Q;N
1443; "RT @nada0OOIlI: كل الي واكفين ولابسين ابيض يستحقون سجن ولو اكو صدك مراقبة جان ما شاف احد منهم الشمس بعد ، وزارة الصحة اكلبوها حمامات عامة ا…;N
1444; "RT @ddhh791: الى شيعة الانكليز في  #بغداد وجميع المدن العراگيه والعباس سوف تندمون  ـــــــــــــ انتهى  #ثورة_تشرين #نريد_وطن #العراق_ينتفض…;IDK
1445; "ماادري عليمن جبناهة #شنى_هاي #العراق_ينتفض https://t.co/gVsxaNag9c;IDK
1446; "RT @oIIRv67Wa3HLz4q: #الصرخي_يغرد_ولايةالفقيه_ولايةالطاغوت #حماية_دولية_حل_المليشيات_حكومة_طوارئ #العراق_ينتفض #اغلقوا_الحدود_مع_ايران  قيا…;IDK
1447; "RT @DhuhaIts: سبحان من صنع ابتسامتك   #شهداء_العراق #العراق_ينتفض #الحرية_لميلاد_محمود  #الحرية_لعلي_جاسب  #الثورة_مستمرة #الحرية_للمعتقلي…;IDK
1448; "RT @IWDCiraq: #توثيق حالات الجرحى الذين سقطوا اليوم بنيران القوات الحكومية والمليشيات المرافقة لها في ساحة الخلاني وسط #بغداد. #نازل_اخذ_حق…;N
1449; "RT @hasanenalhijaj: ابطال ساحة اعتصام #البصرة  هتاف الملعب للثوار الملعب لاعيداني ولا عمار   بعد محاولة مجموعة عمار الزيدي المقرب من العيدا…;N
1450; "RT @mustafairaqi0: عندي بس طلب وحيد الله الله .. اريد اعرف مقتدى شيريد الله الله .. #العراق_ينتفض https://t.co/GKeEx35n7d;N
1451; "RT @hgyfb4: يا أيها الفرات لا تبكيِ وتبكينا     وأبلع دموعك إن الدمع يؤذينا  متى ستعرف إن الموج موطننا      فليس من بلد في البر يأوينا  يا…;True
1452; "RT @IWDCiraq: #توثيق حالات الجرحى الذين سقطوا اليوم بنيران القوات الحكومية والمليشيات المرافقة لها في ساحة الخلاني وسط #بغداد. #نازل_اخذ_حق…;N
1453; "RT @Mustafa56882088: هذا هو أسلوب الحكومة العراقية وقواتها  ومليشياتها  ؟  وهذا اسلوب من ؟ ""جئناكم بالذبح"" تهديد صريح ومباشر من عنصر بالقوا…;N
1454; "RT @alialjabiri: المكلف بتشكيل الحكومة محمد توفيق علاوي وعدنا بوزراء مستقلين ومهنيين..!!  وجاءنا بوزير للخارجية من حزب الدعوة وكان مرشحاً ل…;N
1455; "RT @ReemAlIraq1: الدولة العميقة تغتال الشيخ صاحب السعدون المشلب شيخ عشائر ال حميد مع زوجته طعنا بالسكاكين في قلعة سكر. فقط لانه يدعم الثوار…;N
1456; "كربلاء .. من ساحة اعتصام الأحرار .. #العراق_ينتفض https://t.co/YYIuzucPUi;IDK
1457; "RT @mustafairaqi0: كربلاء .. من ساحة اعتصام الأحرار .. #العراق_ينتفض https://t.co/YYIuzucPUi;IDK
1458; متنه;IDK
1459; "بالصور | متظاهرو ساحة اعتصام #البصرة يقومون بجمع أكثر من 29 مليون دينار؛ في مبادرة للتبرع لعلاج الطفلة ""فاطمة"" التي تفقد بصرها.  #وكالة_يقين #العراق_ينتفض https://t.co/Mv21vkiqGr;True
1460; "RT @a__c_h_e: وبعدديييييييين يعني الا تترزلين   مو اكول عيب انتي بعمر ماما   #العراق_ينتفض;IDK
1461; "RT @mustafairaqi0: كربلاء .. من ساحة اعتصام الأحرار .. #العراق_ينتفض https://t.co/YYIuzucPUi;IDK
1462; "RT @wakaltyaqein: بالصور | متظاهرو ساحة اعتصام #البصرة يقومون بجمع أكثر من 29 مليون دينار؛ في مبادرة للتبرع لعلاج الطفلة ""فاطمة"" التي تفقد…;True
1463; "RT @a__c_h_e: عليّت عليك لچن مو كبر معناي   نية الغيم من يعلى إعلى گاع أفياي   #ثورة_تشرين_العراقيه #الثورة_للشهداء #الحرية_للمعتقلين #العر…;True
1464; "RT @mustafairaqi0: كربلاء .. من ساحة اعتصام الأحرار .. #العراق_ينتفض https://t.co/YYIuzucPUi;IDK
1465; "RT @a__c_h_e: وبعدديييييييين يعني الا تترزلين   مو اكول عيب انتي بعمر ماما   #العراق_ينتفض;IDK
1466; "RT @a__c_h_e: عليّت عليك لچن مو كبر معناي   نية الغيم من يعلى إعلى گاع أفياي   #ثورة_تشرين_العراقيه #الثورة_للشهداء #الحرية_للمعتقلين #العر…;IDK
1467; "تعليق لطبيبة عراقية في صفحة الفيسبوك لا اعلم مدى صحة كلامها ولكن اذا كان صحيح كارثة بمعنى الكلمة .. تقول دفع 200 دولار لكي يتم تغيير الفحص ليتمكن من الدخول الى العراق .. #العراق_ينتفض https://t.co/OYDk32rKhR;N
1468; "RT @mustafairaqi0: اساتذة اللغة العربية ممكن معنى كلمة شعبوثي لان بحثت هواي ما لكيت معنى .. #العراق_ينتفض;IDK
1469; "حبايب گلبي جماعة الدعم  الي سوينا الكم فلو يالشخصيات العظيمة سوي فلو باك ❤️❤️  #الحرية_للمعتقلين #العراق_ينتفض #العراق_النا_مو_الكم #العراق_تاج_راسي #الثورة_مستمرة #الثورة_للشهداء;IDK
1470; "RT @wakaltyaqein: بالصور | متظاهرو ساحة اعتصام #البصرة يقومون بجمع أكثر من 29 مليون دينار؛ في مبادرة للتبرع لعلاج الطفلة ""فاطمة"" التي تفقد…;True
1471; "RT @F3Bro: المتحزب الساقط يريد جمع التبرعات من الفقراء لانجاز مهمته الحزبية! . . ⚠️مرة أخرى : اهل بغداد يسدون عين الشمس بالمظاهرات ولا محت…;False
1472; "RT @mustafairaqi0: تعليق لطبيبة عراقية في صفحة الفيسبوك لا اعلم مدى صحة كلامها ولكن اذا كان صحيح كارثة بمعنى الكلمة .. تقول دفع 200 دولار ل…;N
1473; "RT @mustafairaqi0: تعليق لطبيبة عراقية في صفحة الفيسبوك لا اعلم مدى صحة كلامها ولكن اذا كان صحيح كارثة بمعنى الكلمة .. تقول دفع 200 دولار ل…;N
1474; "RT @BaghdadPost_Brk: عاجل|  وفاة أكثر من 210 إيرانيين في مختلف المدن بسبب فيروس كورونا #بغداد_بوست  #العراق_ينتفض https://t.co/IEJwynHWHa;N
1475; "RT @mustafairaqi0: كربلاء .. من ساحة اعتصام الأحرار .. #العراق_ينتفض https://t.co/YYIuzucPUi;IDK
1476; "RT @iraqnownow: هل هذا أسلوب دولة ؟  وهذا اسلوب من ؟ ""جئناكم بالذبح"" تهديد صريح ومباشر من عنصر بالقوات الأمنية للثوار !!     #العراق_ينتفض…;N
1477; "قناة الرافدين/ عاجل | استشهاد متظاهر وإصابة 14 آخرين بإطلاق القوات الحكومية وميليشياتها قنابل الغاز وخراطيش الصيد على المعتصمين في ساحة الخلاني وسط #بغداد #ثورة_تشرين #نريد_وطن #العراق_ينتفض #العراق | #قناة_الرافدين - عبر تطبيق نبض @NabdApp  https://t.co/FpzOZGTt0G;N
1478; "RT @mustafairaqi0: جهازي الكاميرا الحرارية لكشف المصابين بفايروس كورونا المنصوبة في مطار بغداد الدولي احدهم عاطل والثاني قراءته خاطئ.  #الع…;IDK
1479; "RT @IWDCiraq: #توثيق تعرض الناشط (آراي) إلى الضرب المبرح أثناء خروجه من ساحة التحرير على يد مجموعة مسلحة تابعه لسرايا السلام . #العراق_ينتف…;N
1480; "RT @mustafairaqi0: كربلاء .. من ساحة اعتصام الأحرار .. #العراق_ينتفض https://t.co/YYIuzucPUi;IDK
1481; "عاجل | رئاسة البرلمان تعلن تأجيل جلسة منح الثقة لحكومة محمد علاوي إلى يوم الأحد المقبل  ـــــــــــــــــــــ #ثورة_تشرين #نريد_وطن #العراق_ينتفض #العراق | #قناة_الرافدين https://t.co/AdDThFLRD5;IDK
1482; "RT @mustafairaqi0: تعليق لطبيبة عراقية في صفحة الفيسبوك لا اعلم مدى صحة كلامها ولكن اذا كان صحيح كارثة بمعنى الكلمة .. تقول دفع 200 دولار ل…;N
1483; يربييي شبابنه فخررر والله ;N
1484; "RT @mustafairaqi0: احد عناصر قوات مكافحة الشغب يهدد المتظاهرين بالذبح في ساحة الخلاني .. #العراق_ينتفض https://t.co/jxU5gcqRUn;N
1485; "RT @mustafairaqi0: تعليق لطبيبة عراقية في صفحة الفيسبوك لا اعلم مدى صحة كلامها ولكن اذا كان صحيح كارثة بمعنى الكلمة .. تقول دفع 200 دولار ل…;N
1486; "RT @mustafairaqi0: كربلاء .. من ساحة اعتصام الأحرار .. #العراق_ينتفض https://t.co/YYIuzucPUi;IDK
1487; "شلون وكت هذا اللي خلى #مقتدى يحكم #العراق من #تويتر؟؟؟؟هاهاهاها بالقرأن كارثة نووية  #العراق_ينتفض;False
1488; "RT @marwana41835791: حبايب گلبي جماعة الدعم  الي سوينا الكم فلو يالشخصيات العظيمة سوي فلو باك ❤️❤️  #الحرية_للمعتقلين #العراق_ينتفض #العر…;IDK
